Fold,Days,MAE_Mean,MAE_Std,MSE_Mean,MSE_Std,RMSE_Mean,RMSE_Std,R²_Mean,R²_Std
1,1,"0     0.624198
5     0.317792
10    0.366773
15    0.346612
20    0.371129
25    0.460206
30    0.438729
35    0.486726
40    0.615512
45    0.547801
50    0.563596
55    0.559459
60    0.653899
65    0.803024
70    0.859123
75    0.582751
80    0.681992
85    0.628480
90    0.525327
95    0.609105
Name: Avg MAE, dtype: float64",0.14407926011506586,"0     0.614284
5     0.171535
10    0.204940
15    0.196016
20    0.228466
25    0.330969
30    0.313851
35    0.383410
40    0.555471
45    0.469860
50    0.503949
55    0.491885
60    0.645545
65    0.902533
70    0.993528
75    0.540981
80    0.697652
85    0.607017
90    0.447123
95    0.578574
Name: Avg MSE, dtype: float64",0.2226912549863207,"0     0.783762
5     0.414167
10    0.452703
15    0.442737
20    0.477981
25    0.575299
30    0.560224
35    0.619201
40    0.745300
45    0.685463
50    0.709893
55    0.701345
60    0.803458
65    0.950017
70    0.996759
75    0.735514
80    0.835256
85    0.779113
90    0.668673
95    0.760641
Name: Avg RMSE, dtype: float64",0.16165333025737247,"0     0.790706
5     0.941556
10    0.930174
15    0.933215
20    0.922159
25    0.885511
30    0.891433
35    0.867371
40    0.807851
45    0.837466
50    0.825674
55    0.828105
60    0.774407
65    0.684600
70    0.652801
75    0.810948
80    0.756198
85    0.786263
90    0.842563
95    0.796278
Name: Avg R², dtype: float64",0.07833112559653914
2,1,"1     0.361013
6     0.234181
11    0.272355
16    0.253508
21    0.276112
26    0.389319
31    0.346268
36    0.337846
41    0.456555
46    0.396590
51    0.383777
56    0.423551
61    0.424616
66    0.520118
71    0.587682
76    0.392150
81    0.471764
86    0.428938
91    0.381454
96    0.400665
Name: Avg MAE, dtype: float64",0.08773212400713135,"1     0.315837
6     0.104544
11    0.128475
16    0.120879
21    0.142593
26    0.238328
31    0.206824
36    0.221921
41    0.343613
46    0.283255
51    0.287161
56    0.308293
61    0.354778
66    0.496788
71    0.569466
76    0.304663
81    0.401900
86    0.344681
91    0.268543
96    0.320789
Name: Avg MSE, dtype: float64",0.11944930092766234,"1     0.457818
6     0.303978
11    0.340380
16    0.328306
21    0.358070
26    0.478495
31    0.438065
36    0.432514
41    0.554140
46    0.498175
51    0.487587
56    0.527237
61    0.528231
66    0.625875
71    0.689038
76    0.498472
81    0.580530
86    0.533036
91    0.484305
96    0.505823
Name: Avg RMSE, dtype: float64",0.09789968147748364,"1     0.880521
6     0.938750
11    0.920731
16    0.927596
21    0.912707
26    0.816155
31    0.858995
36    0.881172
41    0.789433
46    0.834745
51    0.851684
56    0.804419
61    0.830926
66    0.762257
71    0.698565
76    0.845386
81    0.784775
86    0.819823
91    0.841193
96    0.842051
Name: Avg R², dtype: float64",0.05938993628193409
3,1,"2     0.281305
7     0.204116
12    0.264393
17    0.231485
22    0.266400
27    0.330983
32    0.308603
37    0.309691
42    0.380786
47    0.343915
52    0.342467
57    0.367268
62    0.362432
67    0.424625
72    0.480768
77    0.345650
82    0.386955
87    0.365592
92    0.351153
97    0.350863
Name: Avg MAE, dtype: float64",0.06462080707371781,"2     0.219469
7     0.082333
12    0.115687
17    0.101477
22    0.128387
27    0.186266
32    0.169957
37    0.184859
42    0.259711
47    0.221551
52    0.228488
57    0.241769
62    0.269578
67    0.363056
72    0.418125
77    0.237867
82    0.295713
87    0.263188
92    0.223419
97    0.249401
Name: Avg MSE, dtype: float64",0.08273751422556537,"2     0.359713
7     0.267555
12    0.326982
17    0.302318
22    0.344109
27    0.414532
32    0.395443
37    0.399266
42    0.470480
47    0.436542
52    0.436185
57    0.461402
62    0.457129
67    0.520310
72    0.572616
77    0.439953
82    0.483247
87    0.460873
92    0.444512
97    0.446060
Name: Avg RMSE, dtype: float64",0.07362771775938984,"2     0.913311
7     0.949188
12    0.923436
17    0.935235
22    0.915490
27    0.855982
32    0.880864
37    0.891858
42    0.835617
47    0.864197
52    0.872093
57    0.841476
62    0.861618
67    0.816766
72    0.769167
77    0.869939
82    0.834950
87    0.854236
92    0.860044
97    0.867410
Name: Avg R², dtype: float64",0.042796363913868506
4,1,"3     0.247150
8     0.188168
13    0.229818
18    0.221668
23    0.239317
28    0.285783
33    0.274758
38    0.283660
43    0.324010
48    0.297555
53    0.300706
58    0.318697
63    0.312331
68    0.359728
73    0.398328
78    0.297129
83    0.328849
88    0.310436
93    0.301376
98    0.321700
Name: Avg MAE, dtype: float64",0.04900650056854862,"3     0.173352
8     0.069411
13    0.093621
18    0.090645
23    0.106911
28    0.149566
33    0.139369
38    0.155005
43    0.204880
48    0.177160
53    0.183590
58    0.193185
63    0.213400
68    0.283240
73    0.323174
78    0.188220
83    0.231807
88    0.206663
93    0.177016
98    0.207121
Name: Avg MSE, dtype: float64",0.062198169123156094,"3     0.316556
8     0.244431
13    0.286636
18    0.287025
23    0.309610
28    0.360563
33    0.351129
38    0.363405
43    0.403101
48    0.379839
53    0.382418
58    0.400500
63    0.395801
68    0.442548
73    0.478400
78    0.379513
83    0.412493
88    0.393801
93    0.381995
98    0.405381
Name: Avg RMSE, dtype: float64",0.05637174689206435,"3     0.930541
8     0.958002
13    0.939096
18    0.944046
23    0.931226
28    0.887007
33    0.904641
38    0.910636
43    0.871617
48    0.892597
53    0.897901
58    0.875158
63    0.890586
68    0.857082
73    0.822069
78    0.897527
83    0.871184
88    0.886045
93    0.890311
98    0.890531
Name: Avg R², dtype: float64",0.032125054032705526
5,1,"4     0.243737
9     0.194334
14    0.233749
19    0.229294
24    0.242208
29    0.292650
34    0.276389
39    0.279617
44    0.318580
49    0.329312
54    0.292853
59    0.305304
64    0.311881
69    0.338398
74    0.371652
79    0.305562
84    0.313300
89    0.295806
94    0.292810
99    0.312835
Name: Avg MAE, dtype: float64",0.04239367902158883,"4     0.156175
9     0.075899
14    0.100353
19    0.104875
24    0.116261
29    0.159655
34    0.147530
39    0.157966
44    0.203769
49    0.201240
54    0.178111
59    0.184434
64    0.206260
69    0.256573
74    0.288138
79    0.188382
84    0.212414
89    0.192344
94    0.174091
99    0.196726
Name: Avg MSE, dtype: float64",0.051193443251254245,"4     0.312395
9     0.259372
14    0.300661
19    0.310068
24    0.326088
29    0.377895
34    0.365796
39    0.373140
44    0.411772
49    0.412969
54    0.384977
59    0.397712
64    0.400949
69    0.431474
74    0.459661
79    0.390566
84    0.403436
89    0.388543
94    0.386191
99    0.403081
Name: Avg RMSE, dtype: float64",0.04926175645561535,"4     0.936820
9     0.957537
14    0.940199
19    0.941155
24    0.931607
29    0.892217
34    0.908049
39    0.913746
44    0.879965
49    0.888208
54    0.904741
59    0.887150
64    0.897039
69    0.872649
74    0.844804
79    0.901608
84    0.885238
89    0.897120
94    0.898163
99    0.898967
Name: Avg R², dtype: float64",0.0269088120543572
