acao,dia,preco,quantidade
comprar,2023-01-03,9.093772888183594,1099.6535896551752
vender,2023-01-04,9.166814804077148,0.0
comprar,2023-01-07,9.769413948059082,1031.8245146128058
vender,2023-01-09,9.751153945922852,0.0
comprar,2023-01-12,9.796805381774902,1027.016389024535
vender,2023-01-17,9.89723777770996,0.0
comprar,2023-01-26,10.591141700744627,959.7289594441226
vender,2023-01-27,10.591141700744627,0.0
comprar,2023-01-29,10.499837875366213,968.0745097625019
vender,2023-01-31,10.682443618774414,0.0
comprar,2023-02-02,10.563750267028809,978.9517082382961
vender,2023-02-03,10.563750267028809,0.0
comprar,2023-02-05,10.490707397460938,985.7677826200294
vender,2023-02-06,10.627662658691406,0.0
comprar,2023-02-09,10.235058784484863,1023.5805845466081
vender,2023-02-11,10.235058784484863,0.0
comprar,2023-02-21,11.184609413146973,936.6806713140468
vender,2023-02-24,10.919830322265623,0.0
comprar,2023-03-12,11.120698928833008,919.7617939620457
vender,2023-03-15,11.084177017211914,0.0
comprar,2023-03-19,10.40853500366211,979.465653365896
vender,2023-03-21,10.317232131958008,0.0
comprar,2023-03-22,10.189409255981444,991.7527363152828
vender,2023-03-23,10.527228355407717,0.0
comprar,2023-03-30,10.901570320129396,957.6975812386921
vender,2023-04-01,10.901570320129396,0.0
comprar,2023-04-02,10.591141700744627,985.7679013545262
vender,2023-04-10,10.591141700744627,0.0
comprar,2023-04-11,10.454185485839844,998.6820629338299
vender,2023-04-12,10.572880744934082,0.0
comprar,2023-04-13,10.463315963745115,1009.1395873058194
vender,2023-04-16,10.536358833312988,0.0
comprar,2023-04-18,10.545489311218262,1008.2658557573525
vender,2023-05-04,10.284103393554688,0.0
comprar,2023-05-06,10.284103393554688,1008.2658557573524
vender,2023-05-08,10.375518798828123,0.0
comprar,2023-05-13,11.006277084350586,950.4831888615124
vender,2023-05-14,11.115973472595217,0.0
comprar,2023-05-15,10.750316619873049,982.8125335397843
vender,2023-05-17,10.777742385864258,0.0
comprar,2023-05-18,10.69546890258789,990.3726892728747
vender,2023-05-21,10.81430721282959,0.0
comprar,2023-05-22,10.48521614074707,1021.4567228015185
vender,2023-06-06,9.955013275146484,0.0
comprar,2023-06-07,9.955013275146484,1021.4567228015184
vender,2023-06-29,9.881882667541504,0.0
comprar,2023-06-30,9.881882667541504,1021.4567228015183
vender,2023-07-02,10.274962425231934,0.0
comprar,2023-07-05,10.284103393554688,1020.5488066527906
vender,2023-07-06,10.512639999389648,0.0
comprar,2023-07-07,10.512639999389648,1020.5488066527906
vender,2023-07-11,10.677186012268066,0.0
comprar,2023-07-12,10.52178192138672,1035.622057617587
vender,2023-07-17,10.69546890258789,0.0
comprar,2023-07-18,10.47607421875,1057.310523083009
vender,2023-07-20,10.631479263305664,0.0
comprar,2023-07-21,10.631479263305664,1057.310523083009
vender,2023-07-23,10.832590103149414,0.0
comprar,2023-07-24,10.668045043945312,1073.6185928278544
vender,2023-07-30,10.622336387634276,0.0
comprar,2023-08-01,10.69546890258789,1066.2775002110113
vender,2023-08-03,10.914862632751465,0.0
comprar,2023-08-05,10.914862632751465,1066.2775002110113
vender,2023-08-09,10.677186012268066,0.0
comprar,2023-09-03,12.861985206604004,885.1544320392786
vender,2023-09-04,12.77971363067627,0.0
comprar,2023-09-17,12.770572662353516,885.7880111933183
vender,2023-09-18,12.77971363067627,0.0
comprar,2023-09-20,12.496330261230469,905.875315704262
vender,2023-09-21,12.606026649475098,0.0
comprar,2023-09-24,12.139813423156738,940.6642402828761
vender,2023-09-25,12.112388610839844,0.0
comprar,2023-09-26,11.755873680114746,969.1913285780911
vender,2023-09-27,12.121530532836914,0.0
comprar,2023-10-01,11.801581382751465,995.4667853827156
vender,2023-10-04,11.554762840270996,0.0
comprar,2023-10-05,11.445066452026367,1005.0079367103814
vender,2023-10-06,11.445066452026367,0.0
comprar,2023-10-08,11.125115394592283,1033.9113090058665
vender,2023-10-09,11.956985473632812,0.0
comprar,2023-10-16,11.545621871948242,1070.7489505475858
vender,2023-10-18,11.29880142211914,0.0
comprar,2023-10-26,11.99355125427246,1008.7237306690049
vender,2023-10-27,11.99355125427246,0.0
comprar,2023-10-29,11.390215873718262,1062.1554410654262
vender,2023-10-30,11.668967247009276,0.0
comprar,2023-12-03,13.932543754577638,889.5903914856126
vender,2023-12-04,14.015695571899414,0.0
comprar,2023-12-05,13.073307991027832,953.7163906263106
vender,2023-12-06,13.664610862731934,0.0
comprar,2023-12-14,13.94178295135498,934.7558627751554
vender,2023-12-15,13.94178295135498,0.0
