Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Sem transações,0,0.0,2.6848707,8.857007,5.072582798901099,BEEF3.SA,Janela_1
True,Sem transações,0,0.0,0.9622173,4.2340965,2.349524097520661,BEEF3.SA,Janela_2
True,Previsões Originais,6,-38.50360813761989,10.629274,14.759009,12.257746864640884,BEEF3.SA,Janela_3
True,Previsões Originais,2,-39.44051501438477,14.600175,19.138113,16.31789199861496,BEEF3.SA,Janela_4
True,Previsões Originais,10,-0.7001708395758214,5.614262,13.43779,8.396122701373628,BRFS3.SA,Janela_1
True,Previsões Originais,12,68.14326714827752,9.109889,14.191654,11.01144617768595,BRFS3.SA,Janela_2
True,Previsões Originais,12,-0.6169295183968643,6.840196,13.395659,9.124497913535912,BRFS3.SA,Janela_3
True,Previsões Originais,2,64.79713951328547,12.069606,18.768822,14.472712149584487,BRFS3.SA,Janela_4
True,Sem transações,0,0.0,47.184643,69.72929,55.43046556593408,VALE3.SA,Janela_1
True,Sem transações,0,0.0,52.48643,67.57539,57.92481949311295,VALE3.SA,Janela_2
True,Previsões Originais,14,11.356586196752014,53.409794,67.79008,58.71482249171271,VALE3.SA,Janela_3
True,Sem transações,0,0.0,48.23221,71.12344,57.12950500831025,VALE3.SA,Janela_4
True,Previsões Originais,2,22.662054172501886,37.181435,41.45724,38.75390522252747,JBSS3.SA,Janela_1
True,Previsões Originais,34,9.460278749357204,15.330403,22.240955,17.829208725895313,JBSS3.SA,Janela_2
True,Previsões Originais,2,23.525868173138097,29.737732,35.30902,31.81560324309392,JBSS3.SA,Janela_3
True,Sem transações,0,0.0,10.713538,16.909367,13.561179846260389,JBSS3.SA,Janela_4
True,Previsões Originais,4,70.50005616836708,12.6031685,15.972657,13.942526103021976,SOJA3.SA,Janela_1
True,Previsões Originais,10,13.300052066816662,9.323496,12.680513,10.447074005509641,SOJA3.SA,Janela_2
True,Previsões Originais,34,72.3306581460273,9.938036,12.7752695,11.216886758287291,SOJA3.SA,Janela_3
True,Previsões Originais,18,36.93118908228198,9.034889,13.205582,10.763227272853186,SOJA3.SA,Janela_4
True,Previsões Originais,16,0.7979507611751069,37.83987,48.214733,42.531420310439565,SUZB3.SA,Janela_1
True,Previsões Originais,20,-6.945214494969022,38.083813,49.05568,43.49598876859505,SUZB3.SA,Janela_2
True,Previsões Originais,16,4.874765803946539,40.90313,49.911194,46.06485231491713,SUZB3.SA,Janela_3
True,Previsões Originais,18,0.3999806745292881,39.39287,50.30614,43.853955282548476,SUZB3.SA,Janela_4
True,Sem transações,0,0.0,16.492704,20.779799,17.958634134615384,GGBR3.SA,Janela_1
True,Sem transações,0,0.0,14.996861,19.306276,16.52050784710744,GGBR3.SA,Janela_2
True,Sem transações,0,0.0,16.56645,20.54737,18.088273314917124,GGBR3.SA,Janela_3
True,Previsões Originais,20,3.7655120163089126,17.33589,21.18709,18.563869509695294,GGBR3.SA,Janela_4
True,Previsões Originais,34,28.500346436250386,8.967072,15.687182,11.72063081730769,CSNA3.SA,Janela_1
True,Previsões Originais,38,54.641894971108165,9.677998,18.274252,12.638586811294765,CSNA3.SA,Janela_2
True,Previsões Originais,2,46.566335805383225,17.610245,23.428257,19.496517966850828,CSNA3.SA,Janela_3
True,Sem transações,0,0.0,-5.202048,1.8271806,-2.1584880423623267,CSNA3.SA,Janela_4
