Ticker,Melhor Janela,Saldo Final,Retorno (%),Estratégia Usada,Previsões Razoáveis,Tem Transações
PETR4.SA,Janela_1,16162.872964691638,61.62872964691638,Media Movel Previsao,True,True
BRFS3.SA,Janela_2,13934.803187832706,39.348031878327056,Media Movel Previsao,True,True
CSNA3.SA,Janela_2,12709.367029470302,27.093670294703028,Media Movel Previsao,True,True
SOJA3.SA,Janela_3,12481.032206092777,24.810322060927774,Media Movel Previsao,True,True
JBSS3.SA,Janela_2,11936.014853747693,19.360148537476928,Media Movel Previsao,True,True
SUZB3.SA,Janela_1,10927.156205278574,9.27156205278574,Media Movel Previsao,True,True
GGBR3.SA,Janela_1,9430.386501121322,-5.69613498878678,Media Movel Previsao,True,True
VALE3.SA,Janela_2,9373.153582806255,-6.268464171937449,Media Movel Previsao,True,True
BEEF3.SA,Janela_2,7866.7087960032195,-21.332912039967805,Media Movel Previsao,True,True
